name,dimension,optimal_solution,ADASNOBFIT,ADAMISO,SNOBFIT,MISO,gap_ADASNOBFIT,gap_ADAMISO,gap_SNOBFIT,gap_MISO
autocorr_bern35-09,35,-5076.0,-4932.0,-4904.0,-4900.0,-5016.0,0.028368794326235545,0.03388494877855912,0.034672970843176776,0.01182033096926481
autocorr_bern35-18,35,-31104.0,-30640.0,-30512.0,-30696.0,-30952.0,0.01491769547325055,0.019032921810698978,0.013117283950616862,0.004886831275720007
autocorr_bern35-26,35,-55016.0,-54528.0,-54512.0,-54688.0,-54952.0,0.008870146866365987,0.009160971353787822,0.005961901992147631,0.0011632979496873426
autocorr_bern35-35,35,-40776.0,-38095.875,-38120.585938,-38151.039062,-40117.277344,0.06572800176574295,0.06512198504021822,0.06437514562487572,0.016154665881890868
autocorr_bern35-35fix,35,-40776.0,-39540.0,-39000.0,-39028.0,-40776.0,0.030311948204825627,0.04355503237198245,0.04286835393368543,0.0
autocorr_bern40-05,40,-936.0,-860.0,-860.0,-856.0,-872.0,0.08119658119649445,0.08119658119649445,0.08547008546999416,0.06837606837599533
autocorr_bern40-10,40,-8192.0,-7960.0,-7896.0,-7928.0,-8200.0,0.02832031249999654,0.03613281249999559,0.032226562499996066,0.0009765624999998807
autocorr_bern40-20,40,-50468.0,-49524.0,-49964.0,-49744.0,-50268.0,0.01870492193072801,0.009986526115558177,0.014345724023143094,0.003962907188713562
autocorr_bern40-30,40,-94552.0,-93864.0,-93336.0,-94248.0,-94352.0,0.007276419324815897,0.012860648108976934,0.0032151620272442335,0.0021152381758185747
autocorr_bern40-40,40,-67768.0,-65420.0,-64728.0,-65072.0,-66772.0,0.034647621296186475,0.04485893046865711,0.03978278833667749,0.014697202219336342
autocorr_bern45-05,45,-1068.0,-960.0,-956.0,-976.0,-1016.0,0.1011235955055233,0.10486891385757971,0.08614232209729762,0.04868913857673344
autocorr_bern45-11,45,-12644.0,-12244.0,-12260.0,-12368.0,-12616.0,0.031635558367602686,0.03037013603289858,0.021828535273645852,0.002214489085732188
autocorr_bern45-23,45,-85248.0,-84040.0,-84088.0,-84232.0,-85028.0,0.014170420420420254,0.013607357357357196,0.011918168168168028,0.0025807057057056753
autocorr_bern45-34,45,-152368.0,-150744.0,-150512.0,-150408.0,-151832.0,0.010658405964506915,0.012181035388007902,0.01286359340543938,0.003517799012916075
autocorr_bern45-45,45,-112868.0,-107648.0,-107340.0,-107388.0,-109892.0,0.046248715313463105,0.04897756671510039,0.04855229117198809,0.026367083672962872
autocorr_bern50-06,50,-2160.0,-2080.0,-1976.0,-2000.0,-2120.0,0.03703703703701989,0.08518518518514574,0.07407407407403978,0.018518518518509944
autocorr_bern50-13,50,-23440.0,-23000.0,-22724.0,-22720.0,-23268.0,0.018771331058019678,0.030546075085322928,0.030716723549486742,0.007337883959044055
autocorr_bern50-25,50,-124604.0,-122768.0,-122692.0,-123124.0,-123832.0,0.014734679464543555,0.015344611729960392,0.011877628326538377,0.0061956277487078566
autocorr_bern50-38,50,-232808.0,-230232.0,-230032.0,-231064.0,-231704.0,0.011064911858698966,0.01192398886636193,0.00749115150682104,0.004742105082299557
autocorr_bern50-50,50,-168224.0,-160592.0,-160304.0,-160792.0,-165968.0,0.04536808065436534,0.047080083697926295,0.04417918965189246,0.013410690507894157
autocorr_bern55-06,55,-2400.0,-2224.0,-2232.0,-2264.0,-2312.0,0.07333333333330277,0.06999999999997084,0.05666666666664306,0.03666666666665139
autocorr_bern55-14,55,-33128.0,-31928.0,-31904.0,-32024.0,-32576.0,0.03622313450857172,0.03694759719874315,0.03332528374788598,0.01666264187394299
autocorr_bern55-28,55,-190200.0,-188348.0,-187492.0,-187868.0,-189524.0,0.009737118822292274,0.014237644584647664,0.012260778128285951,0.0035541535226077626
autocorr_bern55-41,55,-336592.0,-334176.0,-333256.0,-333156.0,-336188.0,0.007177829538432265,0.009911108998431306,0.010208204591909463,0.001200266197651753
autocorr_bern55-55,55,-241844.0,-229624.0,-229328.0,-229572.0,-240308.0,0.05052843982071067,0.051752369295909546,0.0507434544582456,0.006351201601032044
autocorr_bern60-08,60,-6752.0,-6456.0,-6404.0,-6412.0,-6712.0,0.04383886255923521,0.05154028436018194,0.050355450236959365,0.005924170616112866
autocorr_bern60-15,60,-44684.0,-43748.0,-43560.0,-43396.0,-44520.0,0.020947095157102746,0.02515441768865757,0.02882463521618412,0.0036702175275265497
autocorr_bern60-30,60,-259584.0,-258024.0,-257200.0,-256960.0,-260296.0,0.0060096153846153615,0.00918392504930963,0.010108481262327378,0.002742850098619319
autocorr_bern60-45,60,-478672.0,-474612.0,-473152.0,-473108.0,-477704.0,0.008481799645686381,0.011531904936992321,0.011623825918374145,0.002022261590400103
autocorr_bern60-60,60,-350696.0,-333436.0,-333000.0,-334804.0,-345980.0,0.04921641535689016,0.05045965736706421,0.04531560097634406,0.013447544311882617
ball_mk2_10,10,-10.0,-10.0,-10.0,-10.0,-10.0,0.0,0.0,0.0,0.0
ball_mk2_30,30,-30.0,-30.0,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0
ball_mk3_10,10,-20.0,-20.0,-20.0,-20.0,-20.0,0.0,0.0,0.0,0.0
ball_mk3_20,20,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,0.0,0.0,0.0
ball_mk3_30,30,-60.0,-60.0,-60.0,-60.0,-60.0,0.0,0.0,0.0,0.0
ball_mk4_05,10,-5500.0,-5500.0,-5500.0,-5500.0,-5493.0,0.0,0.0,0.0,0.0012727272727270412
ball_mk4_10,20,-21000.0,-21000.0,-21000.0,-21000.0,-20915.0,0.0,0.0,0.0,0.004047619047618855
ball_mk4_15,30,-46500.0,-46500.0,-46500.0,-46500.0,-46314.0,0.0,0.0,0.0,0.003999999999999914
blend029,72,-38.55,-38.549999,-38.549995,-38.549999,-38.488338,2.5940337158217963e-08,1.29701685975407e-07,2.5940337158217963e-08,0.0015995330738884255
blend146,171,-73.98,-73.980003,-73.954521,-73.980003,-73.89627800000001,4.055150030258416e-08,0.00034440389293944094,4.055150030258416e-08,0.0011316842389681378
blend480,248,-117.28,-117.279999,-117.25581399999999,-117.16999799999999,-117.23948700000001,8.52660297976395e-09,0.00020622442018936092,0.0009379433833481467,0.0003454382673912397
blend531,208,-86.0,-86.0,-85.97919499999999,-85.819763,-85.971138,0.0,0.00024191860464846553,0.002095779069743134,0.00033560465115893155
blend718,174,-65.55,-65.550003,-65.550003,-65.550003,-65.51886,4.5766590489562416e-08,4.5766590489562416e-08,4.5766590489562416e-08,0.00047505720823063995
blend721,174,-72.36,-72.360001,-72.360001,-72.360001,-72.336823,1.3819789904110322e-08,1.3819789904110322e-08,1.3819789904110322e-08,0.00032030127141630316
blend852,236,-105.76,-105.41498600000001,-61.087421,-105.760002,-105.682571,0.003262235249590863,0.4223957923560666,1.891074125313516e-08,0.0007321198940930141
blendgap,99,-47300.0,-47299.96875,-46943.753906,-47299.929688,-47299.5,6.606765327695421e-07,0.007531629894291636,1.4865116279802797e-06,1.0570824524312674e-05
cardqp_inlp,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cardqp_iqp,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chimera_mgw-c8-439-onc8-001,440,-405.0,-77.0,-357.0,-75.0,-369.0,0.8098765432078768,0.11851851851822588,0.8148148148128029,0.08888888888866942
chimera_mgw-c8-439-onc8-002,440,-397.0,-67.0,-338.0,-74.0,-333.0,0.8312342569248584,0.14861460957141406,0.8136020151113008,0.1612090680096695
color_lab2_4x0,300,-300.0005,-121.935822,-300.00054900000003,-164.868057,-300.00054900000003,0.5935479374181258,1.6333306126707728e-07,0.450440725930622,1.6333306126707728e-07
color_lab3_3x0,237,0.0,0.0,0.0,8.8835,0.0,0.0,0.0,8883500000.0,0.0
color_lab3_4x0,316,0.0,0.0,0.0,33.325001,0.0,0.0,0.0,33325001000.0,0.0
color_lab6b_4x20,235,0.0,0.0,0.0,4593.26416,15.075,0.0,0.0,4593264159999.999,15074999999.999998
crossdock_15x7,210,0.0,0.0,0.0,909.0,0.0,0.0,0.0,909000000000.0,0.0
crossdock_15x8,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cvxnonsep_normcon20,20,-41.35,-41.349998,-41.349998,-41.349998,-41.346396999999996,4.8367593760762886e-08,4.8367593760762886e-08,4.8367593760762886e-08,8.713422007057359e-05
cvxnonsep_normcon20r,20,-41.35,-41.349998,-41.349998,-41.349998,-41.346396999999996,4.8367593760762886e-08,4.8367593760762886e-08,4.8367593760762886e-08,8.713422007057359e-05
cvxnonsep_normcon30,30,-82.3,-82.300003,-82.300003,-82.300003,-82.299995,3.645200494046332e-08,3.645200494046332e-08,3.645200494046332e-08,6.07533414523246e-08
cvxnonsep_normcon30r,30,-82.3,-82.300003,-82.300003,-82.300003,-82.299995,3.645200494046332e-08,3.645200494046332e-08,3.645200494046332e-08,6.07533414523246e-08
cvxnonsep_normcon40,40,-89.4,-89.400002,-89.400002,-89.382919,-89.387573,2.2371364596511342e-08,2.2371364596511342e-08,0.00019106263981894295,0.00013900447427140272
cvxnonsep_normcon40r,40,-89.4,-89.400002,-89.400002,-89.382919,-89.387573,2.2371364596511342e-08,2.2371364596511342e-08,0.00019106263981894295,0.00013900447427140272
cvxnonsep_nsig20,20,10.8801,10.880099000000001,10.880099000000001,10.880099000000001,10.899269,9.191091985916384e-08,9.191091985916384e-08,9.191091985916384e-08,0.0017618404240988528
cvxnonsep_nsig20r,20,10.8801,10.880099000000001,10.880099000000001,10.880099000000001,10.899269,9.191091985916384e-08,9.191091985916384e-08,9.191091985916384e-08,0.0017618404240988528
cvxnonsep_nsig30,30,16.8602,16.860159,16.860159,16.860159,16.923384,2.431762375124962e-06,2.431762375124962e-06,2.431762375124962e-06,0.0037475237539443284
cvxnonsep_nsig30r,30,16.8602,16.860159,16.860159,16.860159,16.923384,2.431762375124962e-06,2.431762375124962e-06,2.431762375124962e-06,0.0037475237539443284
cvxnonsep_nsig40,40,17.9902,17.990179,17.990179,17.990179,18.070099,1.1673021978134484e-06,1.1673021978134484e-06,1.1673021978134484e-06,0.0044412513477091
cvxnonsep_nsig40r,40,17.9902,17.990179,17.990179,17.990179,18.070099,1.1673021978134484e-06,1.1673021978134484e-06,1.1673021978134484e-06,0.0044412513477091
cvxnonsep_pcon20,20,-49.75,-49.75,-49.75,-49.75,-49.743697999999995,0.0,0.0,0.0,0.00012667336683172792
cvxnonsep_pcon20r,20,-49.75,-49.75,-49.75,-49.75,-49.743697999999995,0.0,0.0,0.0,0.00012667336683172792
cvxnonsep_pcon30,30,-77.5,-77.5,-77.5,-77.5,-77.492073,0.0,0.0,0.0,0.00010228387096635933
cvxnonsep_pcon30r,30,-77.5,-77.5,-77.5,-77.5,-77.492073,0.0,0.0,0.0,0.00010228387096635933
cvxnonsep_pcon40,40,-100.85,-100.849998,-100.849998,-100.839752,-100.837677,1.9831432770755122e-08,1.9831432770755122e-08,0.0001016162617738069,0.00012219137332546143
cvxnonsep_pcon40r,40,-100.85,-100.849998,-100.849998,-100.839752,-100.837677,1.9831432770755122e-08,1.9831432770755122e-08,0.0001016162617738069,0.00012219137332546143
cvxnonsep_psig20,20,93.8114,104.83624300000001,109.43713400000001,106.11588300000001,93.83329,0.11752135667821269,0.16656540676115528,0.13116191635418342,0.00023334051085226033
cvxnonsep_psig20r,21,20.0002,20.0002,20.0002,20.200001,164.708405,0.0,0.0,0.009989950099999543,7.235337896259271
cvxnonsep_psig30,30,78.9992,112.34697,125.149147,99.370926,81.77754200000001,0.4221279455941056,0.5841824600681502,0.2578725607315279,0.03516924221972931
cvxnonsep_psig30r,31,30.0,30.000003999999997,30.000003999999997,30.299999,537.592712,1.3333333322910217e-07,1.3333333322910217e-07,0.009999966666333324,16.919757066102676
cvxnonsep_psig40,40,85.4958,173.95881699999998,163.269028,115.236107,87.282951,1.0347059972415635,0.9096730833455013,0.3478569356582679,0.020903377709537672
cvxnonsep_psig40r,41,40.0,40.000038,40.000038,40.400002,246.88848900000002,9.500000000646302e-07,9.500000000646302e-07,0.010000049999750016,5.172212224870695
deb10,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deb6,40,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,2500000.0
deb7,30,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,2099999.9999999995
deb8,40,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,500000.0
deb9,30,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,2099999.9999999995
du-opt,20,2.7748,69.817123,89.175453,10.685839999999999,19.674829000000003,24.161137010176898,31.13761459163269,2.851030703888197,6.090539496147277
du-opt5,19,3.7719,236.756516,213.273544,63.782887,27.970878999999996,61.76850286015841,55.54273547667151,15.910015372647733,6.41559399601909
edgecross10-010,29,1.0,3.0,2.0,5.0,1.0,1.9999999979999998,0.9999999989999999,3.9999999959999997,0.0
edgecross10-020,66,11.0,58.0,55.0,56.0,13.0,4.272727272338843,3.9999999996363638,4.09090909053719,0.18181818180165288
edgecross10-030,88,52.0,148.0,134.0,150.0,70.0,1.8461538461183433,1.5769230768927516,1.8846153845791422,0.34615384614718936
edgecross10-040,90,142.0,278.0,233.0,284.0,142.0,0.9577464788664948,0.6408450704180223,0.9999999999929579,0.0
edgecross10-050,90,276.0,427.0,455.0,445.0,276.0,0.5471014492733801,0.6485507246353314,0.6123188405774916,0.0
edgecross10-060,90,459.0,666.9523320000001,680.762878,656.309692,462.181946,0.45305518954149676,0.4831435250534136,0.4298686100208501,0.006932344226564379
edgecross10-070,90,717.0,924.0,946.0,938.0,731.0,0.28870292886989024,0.3193863319381878,0.3082287308224432,0.019525801952552962
edgecross10-080,88,1037.0,1222.0,1193.821045,1214.366211,1046.020508,0.17839922854370455,0.15122569431036517,0.171037811957405,0.008698657666336899
edgecross10-090,77,1387.0,1575.0,1589.0,1584.0,1387.0,0.1355443403027141,0.14563806777206514,0.14203316510443978,0.0
edgecross14-019,97,4.0,39.0,24.0,39.0,13.0,8.7499999978125,4.99999999875,8.7499999978125,2.2499999994375
edgecross14-039,157,109.0,295.138031,129.90004,295.558899,126.486893,1.7076883577824984,0.1917434862367729,1.7115495320943894,0.1604302110077024
edgecross14-058,157,353.0,643.0,383.0,648.0,365.0,0.8215297450401656,0.08498583569381024,0.8356940509891341,0.033994334277524095
edgecross14-078,182,725.0,1216.561646,776.087341,1211.38562,751.128479,0.6780160634473408,0.07046529793093734,0.670876717240454,0.036039281379260595
edgecross14-098,182,1360.0,1927.0,1370.0,1951.0,1374.0,0.4169117647055758,0.007352941176465182,0.43455882352909225,0.010294117647051255
edgecross14-117,182,1973.0,2798.0,1979.0,2759.0,1973.0,0.41814495691818643,0.003041054232132265,0.39837810440932675,0.0
edgecross14-137,182,2874.0,3913.0,2874.0,3901.0,2874.0,0.3615170494083641,0.0,0.35734168406389794,0.0
edgecross14-156,181,4310.0,5113.540527,4459.90918,5109.406738000001,4325.376953,0.1864363171693303,0.0347817122969756,0.18547720139206844,0.0035677385150803685
edgecross14-176,173,5875.0,6556.0,5892.0,6534.0,5879.0,0.11591489361700154,0.002893617021276103,0.11217021276593835,0.0006808510638296713
edgecross20-040,306,57.0,302.0,82.0,294.0,85.0,4.29824561395968,0.43859649122037553,4.15789473676916,0.4912280701668206
edgecross20-080,380,520.0,1325.0,692.0,1343.0,528.0,1.548076923073946,0.33076923076859466,1.582692307689264,0.0153846153845858
edgecross22-048,381,84.0,455.0,128.0,446.0,192.0,4.416666666614087,0.5238095238032879,4.3095238094725055,1.2857142856989796
edgecross22-096,441,935.0,1923.0,940.0,1962.0,933.0,1.0566844919774796,0.005347593582881981,1.0983957219239588,0.0021390374331527926
edgecross24-057,420,198.0,658.0,225.0,671.0,245.0,2.32323232322059,0.13636363636294765,2.388888888876824,0.23737373737253853
ex1221,5,-0.5,-0.5,-0.5,-0.5,-0.49726099999999995,0.0,0.0,0.0,0.005477999989044094
ex1222,2,0.1,0.1,0.1,0.1,0.100003,0.0,0.0,0.0,2.9999999699891227e-05
ex1223a,7,0.3069,0.30685300000000004,0.30685300000000004,0.30685300000000004,0.306958,0.00015314434619361156,0.00015314434619361156,0.00015314434619361156,0.00018898663998375968
ex1223b,7,0.3069,0.30685300000000004,0.30685300000000004,0.30685300000000004,0.30704000000000004,0.00015314434619361156,0.00015314434619361156,0.00015314434619361156,0.00045617464823673615
ex1233,40,0.0,0.0,0.0,1387.581177,19679.462891,0.0,0.0,1387581177000.0,19679462890999.996
ex1243,52,0.0,0.0,0.0,1108.760742,19565.410156,0.0,0.0,1108760741999.9998,19565410156000.0
ex1244,75,0.0,0.0,0.0,114733.96875,131426.59375,0.0,0.0,114733968750000.0,131426593749999.98
ex1252a,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ex1263,8,0.0,0.0,0.0,0.0,0.00041799999999999997,0.0,0.0,0.0,417999.99999999994
ex1263a,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ex1264,8,0.0,0.0,0.0,0.0,0.0009400000000000001,0.0,0.0,0.0,940000.0
ex1264a,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ex1265,10,0.0,0.0,0.0,0.0,0.002577,0.0,0.0,0.0,2576999.9999999995
ex1265a,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ex1266,11,0.0,0.0,0.0,0.0,0.0022649999999999997,0.0,0.0,0.0,2264999.9999999995
ex1266a,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ex3pb,22,-20613.0,-20613.0,-20613.0,-20612.998047,-20612.998047,0.0,0.0,9.474603400999823e-08,9.474603400999823e-08
ex4,36,-21.3,-21.299999,-21.299999,-21.299999,-21.299997,4.694835685356845e-08,4.694835685356845e-08,4.694835685356845e-08,1.4084507039391127e-07
fac1,18,0.0,0.0,0.0,109359632.0,2599077120.0,0.0,0.0,1.09359632e+17,2.59907712e+18
fac2,57,0.0,0.0,0.0,825352060928.0,48316510208.0,0.0,0.0,8.25352060928e+20,4.8316510208e+19
fac3,57,0.0,0.0,0.0,11757002752.0,5137426432.0,0.0,0.0,1.1757002752e+19,5.137426432e+18
faclay20h,190,15549.0,22909.0,16433.0,22529.0,17562.0,0.47334233712775914,0.056852530709366716,0.4489034664608368,0.1294617017171439
faclay25,300,4727.0,6403.0,4892.0,6399.0,4896.0,0.35455891686051305,0.03490585995345147,0.35371271419497485,0.03575206261898968
faclay30,435,8455.0,11305.0,9270.0,11328.0,9145.0,0.3370786516853534,0.0963926670608993,0.3397989355410597,0.08160851567119082
faclay30h,435,45611.0,64113.0,64537.0,64173.0,47497.0,0.40564776040866446,0.41494376356579743,0.4069632325535418,0.04134967442064324
gabriel01,142,-66.55,-66.550003,-66.550003,-66.550003,-66.504288,4.507888815314055e-08,4.507888815314055e-08,4.507888815314055e-08,0.0006868820435658567
gabriel02,140,-66.44,-66.440002,-66.440002,-66.440002,-66.373749,3.0102348120578534e-08,3.0102348120578534e-08,3.0102348120578534e-08,0.0009971553281004953
gabriel04,202,-107.12,-107.05158999999999,-52.759997999999996,-107.120003,-107.09593999999998,0.0006386295743033575,0.5074682785613568,2.800597453694662e-08,0.00022460791635357864
gabriel05,496,-166.1,-166.100006,-166.060242,-153.486298,-166.015717,3.612281765946444e-08,0.00023936183022135353,0.07594040939147531,0.0005074232390095834
gasprod_sarawak01,37,-83347.6505,-83347.648438,-83347.648438,-83347.648438,-83347.640625,2.4739749557412813e-08,2.4739749557412813e-08,2.4739749557412813e-08,1.1847964452670354e-07
gasprod_sarawak16,157,-83347.6505,-67866.632812,-83340.828125,-62715.015625,-83052.085938,0.1857403009578515,8.185443691665062e-05,0.24754908808137013,0.0035461654914915207
gbd,4,0.2,0.2,0.2,0.2,0.200624,0.0,0.0,0.0,0.0031199999843999284
gear,4,0.0,0.000389,2e-06,3e-06,2e-06,389000.0,1999.9999999999998,3000.0,1999.9999999999998
genpooling_lee1,41,-31568.4,-31568.400391000003,-31568.400391000003,-31568.398438,3932.445557,1.2385803569399497e-08,1.2385803569399497e-08,4.947985964717484e-08,1.1245690487005637
genpooling_lee2,41,-31568.4,-31568.400391000003,-31568.400391000003,-31568.398438,3932.445557,1.2385803569399497e-08,1.2385803569399497e-08,4.947985964717484e-08,1.1245690487005637
genpooling_meyer04,106,0.0,0.0,0.0,0.0,31932.115233999997,0.0,0.0,0.0,31932115233999.996
genpooling_meyer10,364,0.0,0.0,0.0,3023.05249,4786116.0,0.0,0.0,3023052490000.0,4786116000000000.0
ghg_1veh,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gkocis,8,-11.0,-11.0,-10.999999,-11.0,1481.772583,0.0,9.090909083279004e-08,0.0,135.70659844220847
graphpart_2g-0044-1601,48,-1739898.0,-958049.0,-1301630.0,-1224370.0,-1739898.0,0.44936484782441244,0.2518929270566434,0.29629782895319134,0.0
graphpart_2g-0055-0062,75,-3205074.0,-1990353.0,-2126793.0,-1395876.0,-3197846.0,0.3789993616372039,0.33642936169336485,0.5644793224743015,0.002255174139505047
graphpart_2g-0066-0066,108,-6782949.0,-3925596.0,-3042659.0,-3336715.0,-6698589.0,0.4212552681731795,0.5514253461142048,0.5080731109728231,0.012437068301707706
graphpart_2g-0077-0077,147,-7360455.0,-2151928.0,-6691827.0,-2806380.0,-6981945.0,0.7076365523598744,0.09084057982828506,0.6187219404235199,0.05142481001514172
graphpart_2g-0088-0088,192,-15196905.0,-7169229.0,-15189437.0,-7457949.0,-15189437.0,0.5282441391849195,0.0004914158507933029,0.5092455338767992,0.0004914158507933029
graphpart_2g-0099-9211,243,-11092365.0,-3833377.0,-10634427.0,-3148619.0,-10721984.0,0.654413012914739,0.0412840724227881,0.7161453846857725,0.03339062499295686
graphpart_2g-1010-0824,300,-16012389.0,-4026117.0,-15584139.0,-4433060.0,-15658256.0,0.7485623787930707,0.026744916077169993,0.723148119871432,0.022116187659442944
graphpart_2pm-0044-0044,48,-24.0,-11.0,-14.0,-12.0,-24.0,0.5416666666440972,0.4166666666493056,0.49999999997916666,0.0
graphpart_2pm-0055-0055,75,-42.0,-27.0,-22.0,-18.0,-42.0,0.3571428571343538,0.47619047617913834,0.5714285714149661,0.0
graphpart_2pm-0066-0066,108,-69.0,-38.0,-66.0,-27.0,-69.0,0.44927536231232934,0.043478260868935095,0.6086956521650914,0.0
graphpart_2pm-0077-0777,147,-81.0,-29.0,-80.0,-37.0,-81.0,0.6419753086340496,0.012345679012193262,0.5432098765365035,0.0
graphpart_2pm-0088-0888,192,-123.0,-42.0,-121.0,-50.0,-121.0,0.6585365853604996,0.016260162601493818,0.5934959349545244,0.016260162601493818
graphpart_2pm-0099-0999,243,-141.0,-41.0,-141.0,-54.0,-141.0,0.7092198581509985,0.0,0.6170212765913687,0.0
graphpart_3g-0234-0234,72,-4418466.0,-2200395.0,-1686011.0,-1897836.0,-4418466.0,0.5020002417128477,0.6184171158044443,0.5704762693658839,0.0
graphpart_3g-0244-0244,96,-5480655.0,-2478751.0,-2404157.0,-2462229.0,-5304457.0,0.5477272333325122,0.5613376503355894,0.5507418365140662,0.0321490770719923
graphpart_3g-0333-0333,81,-4097814.0,-2361525.0,-1710969.0,-2223560.0,-4097814.0,0.42371103227232854,0.5824678718946247,0.45737898303827346,0.0
graphpart_3g-0334-0334,108,-7194828.0,-2754005.0,-3161206.0,-2971950.0,-7194828.0,0.6172243450434116,0.5606279955545844,0.5869324464740504,0.0
graphpart_3g-0344-0344,144,-13270176.0,-6453460.0,-13024652.0,-6147561.0,-13024652.0,0.5136869322607326,0.01850193998934151,0.5367385481549001,0.01850193998934151
graphpart_3g-0444-0444,192,-17966904.0,-9501925.0,-17966904.0,-7778359.0,-17966904.0,0.4711428858305248,0.0,0.5670729358825538,0.0
graphpart_3pm-0234-0234,72,-45.0,-27.0,-32.0,-20.0,-45.0,0.39999999999111113,0.28888888888246916,0.5555555555432099,0.0
graphpart_3pm-0244-0244,96,-57.0,-29.0,-55.0,-27.0,-54.0,0.4912280701668206,0.03508771929763004,0.5263157894644507,0.052631578946445066
graphpart_3pm-0333-0333,81,-54.0,-21.0,-23.0,-32.0,-54.0,0.6111111110997943,0.5740740740634431,0.40740740739986286,0.0
graphpart_3pm-0334-0334,108,-75.0,-36.0,-75.0,-29.0,-73.0,0.5199999999930667,0.0,0.6133333333251555,0.02666666666631111
graphpart_3pm-0344-0344,144,-96.0,-41.0,-95.0,-40.0,-94.0,0.5729166666606987,0.01041666666655816,0.5833333333272569,0.02083333333311632
graphpart_3pm-0444-0444,192,-132.0,-42.0,-128.0,-49.0,-125.0,0.6818181818130166,0.030303030302800738,0.6287878787831153,0.05303030302990129
graphpart_clique-20,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
graphpart_clique-30,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
graphpart_clique-40,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
graphpart_clique-50,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
graphpart_clique-60,180,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,999999999.9999999
